config_index,model,symbols,complexity,seed_index,seed_string,target_string,sequence_length,window_size,forecast_horizon,layers,units,d_model,optimizer,learning_rate,weight_decay,batch_size,run,model_params,model_size_m,train_time,epochs,time_per_epoch,memory_mb,test_loss,test_accuracy,DL,JW,forecast
7,minLSTM,2,10,0,BAABABABBBABBBBAAB,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,1,99970,0.09997,113.23976945877075,42,2.6961849871135892,126.5419921875,0.0403849259018898,1.0,0.0,0.0,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB
15,RWKV,2,10,0,BAABABABBBABBBBAAB,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,1,1583362,1.583362,21.987701892852783,14,1.5705501352037703,652.169921875,0.0065576182678341866,1.0,0.0,0.0,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB
23,minLSTM,2,10,1,BABBBBABBBAABBBBB,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,1,99970,0.09997,86.65501379966736,32,2.707969181239605,126.5419921875,0.1352924903233846,0.9393939393939394,0.14,0.038612244897959114,BABBBBABBBABBBBABBBABBBBABBBABBBBABBBBABBBABBBBABBBABBBBABBBABBBBABBBABBBBABBBBABBBABBBBABBBABBBBABB
31,RWKV,2,10,1,BABBBBABBBAABBBBB,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,1,1583362,1.583362,17.569852828979492,11,1.5972593480890447,652.169921875,0.03455141310890516,1.0,0.0,0.0,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB
39,minLSTM,2,30,0,BAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABBAAABBAABABBABABAABBABABABB,AAAAABAABBAABAAABBAAABBAABABBABABAABBABABABBBAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,1,99970,0.09997,361.90057396888733,136,2.6610336321241714,126.5419921875,0.27240246534347534,0.8757575757575757,0.16,0.05974999999999997,AAAAABAABBAAABBAABAABBAABBAABBABABABABABABABBBAABAAABAABAAABBAABBABBBAABAAABAAABAABBAABBABABAABBABAB
47,RWKV,2,30,0,BAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABBAAABBAABABBABABAABBABABABB,AAAAABAABBAABAAABBAAABBAABABBABABAABBABABABBBAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,1,1583362,1.583362,104.31894421577454,69,1.5118687567503557,652.169921875,0.04168518011768659,0.9757575757575757,0.23,0.11102439024390243,AAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABA
55,minLSTM,2,30,1,ABAABBABBBBBBABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBB,BABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBBABAABBABBBBBBABBBABBAABBBBBAAAABBAB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,1,99970,0.09997,532.3749010562897,200,2.6618745052814483,126.5419921875,0.37299491961797077,0.8333333333333334,0.31,0.12995454545454543,BBBBBBBBBBBBBBBBBBBBBABAAABABAAABAAABAAABAAABAABAABAABABBABBBAAABBABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBAB
63,RWKV,2,30,1,ABAABBABBBBBBABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBB,BABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBBABAABBABBBBBBABBBABBAABBBBBAAAABBAB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,1,1583362,1.583362,73.00522875785828,48,1.5209422657887142,652.169921875,0.05104255676269531,0.9727272727272728,0.2,0.09592592592592586,BABAABBABBBBBBABAABBABBBBBBABAABBABBBBBBABAABBABBBBBBABAABBABBBBBBABAABBABBBBBBABAABBABBBBBBABAABBAB
71,minLSTM,2,50,0,BABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBABAABBAABBBBBBABBBBAABBBAAAABABAABBBAAABBBAABAAAAABBABAAABBBAAAABBBAAAABBBBABBBABAABBBBBBABA,BBBABBBABAABBBBBBABABABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBA,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,1,99970,0.09997,534.13214802742,200,2.6706607401371003,126.5419921875,0.4621873100598653,0.793939393939394,0.27,0.062109965635738895,BBBBBBBABABABAABBBBBBABBBAABAABBBBBBAABABABBBBBAABABABBBBBAABABABBBBBAABABBBBAAAABABAABBBBBBBABBBBAA
79,RWKV,2,50,0,BABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBABAABBAABBBBBBABBBBAABBBAAAABABAABBBAAABBBAABAAAAABBABAAABBBAAAABBBAAAABBBBABBBABAABBBBBBABA,BBBABBBABAABBBBBBABABABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBA,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,1,1583362,1.583362,126.81840562820435,84,1.5097429241452898,652.169921875,0.05278175696730614,0.9818181818181818,0.28,0.05789473684210533,BBBABBBABAABBBBBBABBBBAABBBAAAABABAABBBAAABBBAABAAAAABBABAAABBBAAAABBBBABBBABAABBBBBBABBBBAABBBAAAAB
