config_index,model,symbols,complexity,seed_index,seed_string,target_string,sequence_length,window_size,forecast_horizon,layers,units,d_model,optimizer,learning_rate,weight_decay,batch_size,run,model_params,model_size_m,train_time,epochs,time_per_epoch,memory_mb,test_loss,test_accuracy,DL,JW,forecast
6,minLSTM,2,10,0,BAABABABBBABBBBAAB,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,0,99970,0.09997,106.56009197235107,40,2.664002299308777,126.5419921875,0.04512948418656985,1.0,0.0,0.0,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB
14,RWKV,2,10,0,BAABABABBBABBBBAAB,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,0,1583362,1.583362,15.66912055015564,10,1.566912055015564,652.169921875,0.04824060698350271,1.0,0.0,0.0,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB
22,minLSTM,2,10,1,BABBBBABBBAABBBBB,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,0,99970,0.09997,142.98499536514282,54,2.6478702845396818,126.5419921875,0.1247848595182101,0.9393939393939394,0.13,0.038612244897959114,BABBBBABBBABBBBABBBABBBBABBBABBBBABBBABBBBABBBABBBBABBBABBBBABBBABBBBABBBABBBBABBBABBBBABBBABBBBABBB
30,RWKV,2,10,1,BABBBBABBBAABBBBB,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,0,1583362,1.583362,20.201947689056396,13,1.5539959760812612,652.169921875,0.025484175110856693,1.0,0.0,0.0,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB
38,minLSTM,2,30,0,BAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABBAAABBAABABBABABAABBABABABB,AAAAABAABBAABAAABBAAABBAABABBABABAABBABABABBBAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,0,99970,0.09997,522.8709495067596,200,2.614354747533798,126.5419921875,0.1996316909790039,0.9363636363636364,0.17,0.05248484848484858,AAAAABBAAABAABBAABAABBAABBABABAABBABABAABBABBBAABAAABAAABAAABBAABBABBBBAABAAAABAAAAABAABBAAABAABBAAB
46,RWKV,2,30,0,BAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABBAAABBAABABBABABAABBABABABB,AAAAABAABBAABAAABBAAABBAABABBABABAABBABABABBBAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,0,1583362,1.583362,103.3243019580841,70,1.4760614565440586,652.169921875,0.0471995510160923,0.9848484848484849,0.06,0.01410101010101017,AAAAABAABBAABAAABBAAABBAABABBABABAABBABABABBBAABAAABAABAAAABBAABBABBBBAABAAAABAAAABAAABAAAAABAABBAAB
54,minLSTM,2,30,1,ABAABBABBBBBBABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBB,BABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBBABAABBABBBBBBABBBABBAABBBBBAAAABBAB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,0,99970,0.09997,520.5410783290863,200,2.6027053916454315,126.5419921875,0.3006441096464793,0.8696969696969697,0.22,0.06808333333333327,BABBBABBABBAABBABBAAABAABBABBAAABABABBABAABAABBABBABAABABBABBABAABBABBABBAABBABBABAABABBABBAABAABBAB
62,RWKV,2,30,1,ABAABBABBBBBBABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBB,BABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBBABAABBABBBBBBABBBABBAABBBBBAAAABBAB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,0,1583362,1.583362,59.01022291183472,40,1.4752555727958678,652.169921875,0.045049610237280525,0.9878787878787879,0.19,0.07995505617977527,BABBBABBAABBBBBABAABBABBBBBBABBBABBAABBBBBABAABBABBBBBBABBBABBAABBBBBABAABBABBBBBBABBBABBAABBBBBABAA
70,minLSTM,2,50,0,BABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBABAABBAABBBBBBABBBBAABBBAAAABABAABBBAAABBBAABAAAAABBABAAABBBAAAABBBAAAABBBBABBBABAABBBBBBABA,BBBABBBABAABBBBBBABABABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBA,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,0,99970,0.09997,519.2223598957062,200,2.596111799478531,126.5419921875,0.4140115777651469,0.8272727272727273,0.32,0.17079674796747968,BBAAAABBBAAAABBBAAAABBBAAAABBBAAAABBBAAAABBBAAAABBBAAAABBBAAAABBBAAAABBBAAAABBBAAAABBBAAAABBBAAAABBB
78,RWKV,2,50,0,BABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBABAABBAABBBBBBABBBBAABBBAAAABABAABBBAAABBBAABAAAAABBABAAABBBAAAABBBAAAABBBBABBBABAABBBBBBABA,BBBABBBABAABBBBBBABABABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBA,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,0,1583362,1.583362,143.13021516799927,98,1.460512399673462,652.169921875,0.05140799035628637,0.9818181818181818,0.32,0.05529896907216503,BBBABBBABAABBBBBBABBBBAABBBAAAABABBAAAABBABAABBAABBBBBBABBBBAABBBAAAABABBAAAABBABAABBAABBBBBBABBBBAA
