config_index,model,symbols,complexity,seed_index,seed_string,target_string,sequence_length,window_size,forecast_horizon,layers,units,d_model,optimizer,learning_rate,weight_decay,batch_size,run,model_params,model_size_m,train_time,epochs,time_per_epoch,memory_mb,test_loss,test_accuracy,DL,JW,forecast
7,minLSTM,2,10,0,BAABABABBBABBBBAAB,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,1,99970,0.09997,118.75585389137268,42,2.8275203307469687,126.5419921875,0.0403849259018898,1.0,0.0,0.0,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB
15,RWKV,2,10,0,BAABABABBBABBBBAAB,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,1,1583362,1.583362,23.137922286987305,14,1.6527087347848075,652.169921875,0.0065576182678341866,1.0,0.0,0.0,ABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABABBBABBBBAABBAABABAB
23,minLSTM,2,10,1,BABBBBABBBAABBBBB,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,1,99970,0.09997,91.17579698562622,32,2.8492436558008194,126.5419921875,0.1352924903233846,0.9393939393939394,0.14,0.038612244897959114,BABBBBABBBABBBBABBBABBBBABBBABBBBABBBBABBBABBBBABBBABBBBABBBABBBBABBBABBBBABBBBABBBABBBBABBBABBBBABB
31,RWKV,2,10,1,BABBBBABBBAABBBBB,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,1,1583362,1.583362,18.49716353416443,11,1.6815603212876753,652.169921875,0.03455141310890516,1.0,0.0,0.0,BABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBBBBBABBBBABBBAABBB
39,minLSTM,2,30,0,BAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABBAAABBAABABBABABAABBABABABB,AAAAABAABBAABAAABBAAABBAABABBABABAABBABABABBBAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,1,99970,0.09997,378.0185124874115,136,2.779547885936849,126.5419921875,0.27240246534347534,0.8757575757575757,0.16,0.05974999999999997,AAAAABAABBAAABBAABAABBAABBAABBABABABABABABABBBAABAAABAABAAABBAABBABBBAABAAABAAABAABBAABBABABAABBABAB
47,RWKV,2,30,0,BAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABBAAABBAABABBABABAABBABABABB,AAAAABAABBAABAAABBAAABBAABABBABABAABBABABABBBAABAAABAABAAAABBAABBABBBBAABAAAABAAABAAAAABAABBAABAAABB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,1,1583362,1.583362,108.7218770980835,69,1.5756793782330942,652.169921875,0.04168518011768659,0.9757575757575757,0.23,0.11102439024390243,AAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABAAAABAAABA
55,minLSTM,2,30,1,ABAABBABBBBBBABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBB,BABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBBABAABBABBBBBBABBBABBAABBBBBAAAABBAB,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,1,99970,0.09997,555.7025737762451,200,2.7785128688812257,126.5419921875,0.37299491961797077,0.8333333333333334,0.31,0.12995454545454543,BBBBBBBBBBBBBBBBBBBBBABAAABABAAABAAABAAABAAABAABAABAABABBABBBAAABBABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBAB
63,RWKV,2,30,1,ABAABBABBBBBBABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBB,BABBBABBAABBBBBAAAABBABBABAAABABABBABABAABAABAABBABBBAAABBAABBBBBABAABBABBBBBBABBBABBAABBBBBAAAABBAB,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,1,1583362,1.583362,75.96562480926514,48,1.582617183526357,652.169921875,0.05104255676269531,0.9727272727272728,0.2,0.09592592592592586,BABAABBABBBBBBABAABBABBBBBBABAABBABBBBBBABAABBABBBBBBABAABBABBBBBBABAABBABBBBBBABAABBABBBBBBABAABBAB
71,minLSTM,2,50,0,BABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBABAABBAABBBBBBABBBBAABBBAAAABABAABBBAAABBBAABAAAAABBABAAABBBAAAABBBAAAABBBBABBBABAABBBBBBABA,BBBABBBABAABBBBBBABABABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBA,3500,100,100,2,128,256,AdamW,0.0003,0.01,128,1,99970,0.09997,556.0572819709778,200,2.780286409854889,126.5419921875,0.4621873100598653,0.793939393939394,0.27,0.062109965635738895,BBBBBBBABABABAABBBBBBABBBAABAABBBBBBAABABABBBBBAABABABBBBBAABABABBBBBAABABBBBAAAABABAABBBBBBBABBBBAA
79,RWKV,2,50,0,BABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBABAABBAABBBBBBABBBBAABBBAAAABABAABBBAAABBBAABAAAAABBABAAABBBAAAABBBAAAABBBBABBBABAABBBBBBABA,BBBABBBABAABBBBBBABABABABAABBBBBBBBAABABBBBABABBABABABBBBBAAABAABABBBBBABBBABBABBABBBAAAABABBAAAABBA,3500,100,100,2,1024,256,AdamW,0.0003,0.01,128,1,1583362,1.583362,132.31373691558838,84,1.5751635347093855,652.169921875,0.05278175696730614,0.9818181818181818,0.28,0.05789473684210533,BBBABBBABAABBBBBBABBBBAABBBAAAABABAABBBAAABBBAABAAAAABBABAAABBBAAAABBBBABBBABAABBBBBBABBBBAABBBAAAAB
