symbols,complexity,sequence_length,learning_rate,layers,units,run,model,train_time,DL,JW,epochs,memory,model_size,time_per_epoch,test_loss,test_accuracy
4,30,3500,0.001,1,128,0,LSTM,11.461212396621704,0.18,0.06025806451612903,35,23.61767578125,0.069124,0.3274632113320487,0.27672120928764343,0.9787878787878788
4,30,3500,0.001,1,128,0,GRU,9.290841341018677,0.23,0.05974999999999997,26,23.22314453125,0.051972,0.3573400515776414,0.10228672251105309,0.9787878787878788
4,30,3500,0.001,1,128,0,xLSTM,31.216153621673584,0.3,0.08105263157894738,15,23.84814453125,0.092932,2.081076908111572,0.07529468461871147,0.9606060606060606
4,30,3500,0.001,1,128,0,Transformer,2.5582337379455566,0.79,0.474,2,75.15283203125,3.427076,1.2791168689727783,0.025487272068858147,1.0
4,30,3500,0.001,1,128,0,BERT,3.060006856918335,0.0,0.0,7,105.29345703125,17.343108,0.4371438367026193,0.07414549961686134,1.0
4,30,3500,0.001,1,128,0,GPT,28.44389295578003,0.43,0.14256521739130434,37,56.68603515625,2.240644,0.7687538636697305,0.053830668330192566,0.9818181818181818
4,30,3500,0.001,1,128,1,LSTM,11.511796951293945,0.0,0.0,35,23.55126953125,0.069124,0.32890848432268416,0.08528335765004158,1.0
4,30,3500,0.001,1,128,1,GRU,9.77385950088501,0.24,0.05804255319148943,28,23.28955078125,0.051972,0.34906641074589323,0.09000109508633614,0.9787878787878788
4,30,3500,0.001,1,128,1,xLSTM,31.80280327796936,0.26,0.06240860215053756,15,23.91455078125,0.092932,2.1201868851979575,0.08607026934623718,0.9787878787878788
4,30,3500,0.001,1,128,1,Transformer,2.551029920578003,0.66,0.3959999999999999,2,75.21923828125,3.427076,1.2755149602890015,0.009409674443304539,1.0
4,30,3500,0.001,1,128,1,BERT,3.495284080505371,0.0,0.0,8,105.35986328125,17.343108,0.4369105100631714,0.0057818288914859295,1.0
4,30,3500,0.001,1,128,1,GPT,23.98934507369995,0.07,0.020244897959183716,31,56.61962890625,2.240644,0.7738498410870952,0.06265620328485966,0.9818181818181818
4,30,3500,0.001,1,128,2,LSTM,11.163283348083496,0.0,0.0,34,23.48486328125,0.069124,0.3283318631789264,0.08242635801434517,1.0
4,30,3500,0.001,1,128,2,GRU,6.947731256484985,0.0,0.0,20,23.22314453125,0.051972,0.3473865628242493,0.09905443713068962,1.0
4,30,3500,0.001,1,128,2,xLSTM,31.528309106826782,0.33,0.09681720430107521,15,23.84814453125,0.092932,2.101887273788452,0.09364913031458855,0.9606060606060606
4,30,3500,0.001,1,128,2,Transformer,2.550645112991333,0.66,0.3959999999999999,2,75.15283203125,3.427076,1.2753225564956665,0.08088512346148491,1.0
4,30,3500,0.001,1,128,2,BERT,3.060685157775879,0.0,0.0,7,105.29345703125,17.343108,0.43724073682512554,0.03693188540637493,1.0
4,30,3500,0.001,1,128,2,GPT,16.115819454193115,0.39,0.135,21,56.68603515625,2.240644,0.7674199740091959,0.8997822105884552,0.6757575757575758
4,30,3500,0.001,1,128,3,LSTM,10.502738237380981,0.0,0.0,32,23.55126953125,0.069124,0.32821056991815567,0.08202524483203888,1.0
4,30,3500,0.001,1,128,3,GRU,6.598207473754883,0.0,0.0,19,23.28955078125,0.051972,0.34727407756604645,0.0941375344991684,1.0
4,30,3500,0.001,1,128,3,xLSTM,31.520376443862915,0.38,0.08058333333333334,15,23.91455078125,0.092932,2.101358429590861,0.0675247274339199,0.9818181818181818
4,30,3500,0.001,1,128,3,Transformer,2.550863742828369,0.8,0.5333333333333334,2,75.21923828125,3.427076,1.2754318714141846,0.0007960302464198321,1.0
4,30,3500,0.001,1,128,3,BERT,3.0612661838531494,0.0,0.0,7,105.35986328125,17.343108,0.4373237405504499,0.005825998727232218,1.0
4,30,3500,0.001,1,128,3,GPT,21.722278118133545,0.28,0.1518518518518519,28,56.61962890625,2.240644,0.7757956470761981,0.3657504767179489,0.8151515151515152
4,30,3500,0.001,1,128,4,LSTM,10.810600519180298,0.0,0.0,33,23.48486328125,0.069124,0.3275939551266757,0.08626965805888176,1.0
4,30,3500,0.001,1,128,4,GRU,7.326667070388794,0.0,0.0,21,23.22314453125,0.051972,0.3488889081137521,0.08657268434762955,1.0
4,30,3500,0.001,1,128,4,xLSTM,28.0937397480011,0.41,0.07591752577319588,14,23.84814453125,0.092932,2.0066956962857927,0.06492297537624836,0.9818181818181818
4,30,3500,0.001,1,128,4,Transformer,3.8014445304870605,0.8,0.5333333333333334,3,75.15283203125,3.427076,1.2671481768290203,0.015500613022595644,1.0
4,30,3500,0.001,1,128,4,BERT,3.0609676837921143,0.0,0.0,7,105.29345703125,17.343108,0.4372810976845877,0.00514303776435554,1.0
4,30,3500,0.001,1,128,4,GPT,34.501346826553345,0.34,0.09333333333333338,45,56.68603515625,2.240644,0.7666965961456299,0.3870134502649307,0.8757575757575757
4,30,3500,0.0001,1,128,0,LSTM,77.92071485519409,0.13,0.02432653061224488,237,23.48486328125,0.069124,0.32877938757465863,0.18236692994832993,0.9787878787878788
