symbols,complexity,sequence_length,learning_rate,layers,units,run,model,train_time,DL,JW,epochs,memory,model_size,time_per_epoch,test_loss,test_accuracy
2,230,3500,0.001,1,128,0,LSTM,15.092645645141602,0.39,0.28723004694835685,48,19.95947265625,0.067842,0.3144301176071167,0.6859224140644073,0.5515151515151515
2,230,3500,0.001,1,128,0,GRU,11.602777242660522,0.34,0.20570281124498002,36,19.70166015625,0.050946,0.3222993678516812,0.6886562705039978,0.5151515151515151
2,230,3500,0.001,1,128,0,xLSTM,40.61826276779175,0.37,0.247719298245614,20,20.26806640625,0.092418,2.0309131383895873,0.6905220150947571,0.5424242424242425
2,230,3500,0.001,1,128,0,Transformer,2.5497663021087646,0.43,0.2293333333333334,2,71.49267578125,3.425026,1.2748831510543823,0.001684497285168618,1.0
2,230,3500,0.001,1,128,0,BERT,11.74600338935852,0.24,0.25290043290043285,27,101.68994140625,17.341058,0.43503716256883407,0.6897181272506714,0.5181818181818182
2,230,3500,0.001,1,128,0,GPT,24.536715984344482,0.43,0.2293333333333334,32,53.08251953125,2.238594,0.7667723745107651,0.6974593698978424,0.4818181818181818
2,230,3500,0.001,1,128,1,LSTM,15.775041341781616,0.34,0.12865248226950354,50,19.95947265625,0.067842,0.3155008268356323,0.6719635426998138,0.5606060606060606
2,230,3500,0.001,1,128,1,GRU,11.034679174423218,0.37,0.2634234234234234,34,19.70166015625,0.050946,0.3245493874830358,0.6875658631324768,0.5333333333333333
2,230,3500,0.001,1,128,1,xLSTM,34.621389627456665,0.43,0.31252525252525254,17,20.26806640625,0.092418,2.0365523310268627,0.6905941367149353,0.5060606060606061
2,230,3500,0.001,1,128,1,Transformer,2.549114465713501,0.57,0.38,2,71.49267578125,3.425026,1.2745572328567505,0.049767760559916496,1.0
2,230,3500,0.001,1,128,1,BERT,16.52824854850769,0.27,0.28144144144144134,38,101.68994140625,17.341058,0.43495390917125504,0.689667671918869,0.5181818181818182
2,230,3500,0.001,1,128,1,GPT,16.878743648529053,0.57,0.38,22,53.08251953125,2.238594,0.7672156203876842,0.7150664627552032,0.5181818181818182
2,230,3500,0.001,1,128,2,LSTM,7.601321697235107,0.34,0.20570281124498002,24,19.95947265625,0.067842,0.31672173738479614,0.6872418224811554,0.5303030303030303
2,230,3500,0.001,1,128,2,GRU,19.616408586502075,0.34,0.22162601626016265,61,19.70166015625,0.050946,0.32158046863118156,0.7012019455432892,0.5181818181818182
2,230,3500,0.001,1,128,2,xLSTM,44.311646938323975,0.5,0.37456790123456785,22,20.33447265625,0.092418,2.014165769923817,0.6900492310523987,0.5181818181818182
2,230,3500,0.001,1,128,2,Transformer,2.5507774353027344,0.43,0.2293333333333334,2,71.55908203125,3.425026,1.2753887176513672,0.0032013794407248497,1.0
2,230,3500,0.001,1,128,2,BERT,28.046405792236328,0.29,0.0753670033670033,64,101.62353515625,17.341058,0.4382250905036926,0.6894996166229248,0.5696969696969697
